step,current_x,current_y,move_x,move_y,degree,Q,P,N,PUCT,is_best
39,7,7,5,8,3,-1.0,0.07907,79,-0.96873,0
39,7,7,5,6,3,-1.0,0.04425,44,-0.96889,0
40,8,9,6,8,2,-1.0,1.0,1000,-0.96839,1
41,6,8,5,6,2,-1.0,0.65512,655,-0.9684,1
41,6,8,8,7,2,-1.0,0.34488,345,-0.96846,0
42,5,6,3,7,4,-1.0,0.53274,533,-0.96844,1
42,5,6,7,5,3,-1.0,0.46726,467,-0.96841,0
43,3,7,5,8,2,-1.0,0.14571,146,-0.96864,0
43,3,7,2,9,2,-1.0,0.64843,649,-0.96844,1
43,3,7,1,6,2,-1.0,0.12255,122,-0.96847,0
43,3,7,2,5,3,-1.0,0.08331,83,-0.96862,0
44,2,9,0,8,1,-1.0,0.84169,842,-0.96841,1
44,2,9,1,7,4,-1.0,0.15831,158,-0.9685,0
45,0,8,1,6,1,-1.0,1.0,1000,-0.96839,1
46,1,6,2,8,2,-1.0,1.0,1000,-0.96839,1
47,2,8,0,9,1,-1.0,0.87154,872,-0.96841,1
47,2,8,3,6,2,-1.0,0.12846,128,-0.96849,0
48,0,9,1,7,3,-1.0,1.0,1000,-0.96839,1
49,1,7,3,8,2,-1.0,0.29934,299,-0.96843,0
49,1,7,2,5,2,-1.0,0.17384,174,-0.96857,0
49,1,7,3,6,1,-1.0,0.52682,527,-0.96843,1
1,5,5,7,6,5,-1.0,0.17133,171,-0.96849,0
1,5,5,4,7,5,-1.0,0.1352,135,-0.96855,0
1,5,5,3,6,7,-1.0,0.15175,152,-0.96862,0
1,5,5,4,3,5,-1.0,0.3104,311,-0.96852,1
1,5,5,6,3,7,-1.0,0.23132,231,-0.96845,0
2,4,3,6,4,6,-1.0,0.30449,305,-0.96852,0
2,4,3,3,5,4,-1.0,0.19841,198,-0.96845,0
2,4,3,2,4,6,-1.0,0.0718,72,-0.96888,0
2,4,3,3,1,1,-1.0,0.37157,372,-0.96848,1
2,4,3,5,1,5,-1.0,0.05373,53,-0.96852,0
3,3,1,5,2,5,-1.0,1.0,1000,-0.96839,1
4,5,2,7,3,5,-1.0,0.18863,189,-0.96859,0
4,5,2,6,4,5,-1.0,0.19763,198,-0.96858,0
4,5,2,4,4,6,-1.0,0.40378,404,-0.96846,1
4,5,2,3,3,4,-1.0,0.08239,82,-0.9686,0
4,5,2,7,1,4,-1.0,0.12758,127,-0.96847,0
5,4,4,6,5,6,-1.0,0.27662,277,-0.96852,1
5,4,4,5,6,6,-1.0,0.1776,178,-0.96861,0
5,4,4,3,6,6,-1.0,0.17273,173,-0.96859,0
5,4,4,2,5,7,-1.0,0.03384,33,-0.96851,0
5,4,4,3,2,5,-1.0,0.10482,105,-0.96871,0
5,4,4,6,3,6,-1.0,0.2344,234,-0.96844,0
6,6,5,8,6,3,-1.0,0.03621,36,-0.96903,0
6,6,5,5,7,6,-1.0,0.06997,70,-0.96882,0
6,6,5,4,6,3,-1.0,0.16382,164,-0.96859,0
6,6,5,5,3,5,-1.0,0.19821,198,-0.96849,0
6,6,5,7,3,4,-1.0,0.16133,161,-0.96849,0
6,6,5,8,4,4,-1.0,0.37046,371,-0.96849,1
7,8,4,7,6,4,-1.0,0.19515,195,-0.9685,0
7,8,4,6,3,5,-1.0,0.41037,411,-0.96848,1
7,8,4,7,2,5,-1.0,0.06845,68,-0.96861,0
7,8,4,9,2,2,-1.0,0.32603,326,-0.96845,0
8,6,3,7,5,4,-1.0,0.28259,283,-0.96851,0
8,6,3,4,2,2,-1.0,0.31417,314,-0.96844,1
8,6,3,5,1,4,-1.0,0.20554,206,-0.96858,0
8,6,3,7,1,3,-1.0,0.0644,64,-0.96865,0
8,6,3,8,2,4,-1.0,0.1333,133,-0.96853,0
9,4,2,3,0,2,-1.0,0.54536,545,-0.9684,1
9,4,2,6,1,3,-1.0,0.45464,455,-0.96845,0
10,3,0,5,1,3,-1.0,0.38006,380,-0.96844,0
10,3,0,1,1,2,-1.0,0.61994,620,-0.96841,1
11,1,1,3,2,4,-1.0,0.27239,272,-0.96843,0
11,1,1,0,3,2,-1.0,0.72761,728,-0.96842,1
12,0,3,2,4,5,-1.0,0.3726,372,-0.96839,0
12,0,3,1,5,2,-1.0,0.6274,628,-0.96844,1
13,1,5,3,6,5,-1.0,0.51918,518,-0.96835,1
13,1,5,0,7,2,-0.99979,0.48082,482,-0.96829,0
14,3,6,5,7,5,-1.0,0.27032,271,-0.96856,0
14,3,6,4,8,3,-1.0,0.41794,418,-0.96844,1
14,3,6,2,8,4,-1.0,0.10463,104,-0.96847,0
14,3,6,1,7,5,-1.0,0.05122,51,-0.96884,0
14,3,6,2,4,4,-1.0,0.15588,156,-0.96859,0
15,4,8,6,9,1,-1.0,0.83199,833,-0.96844,1
15,4,8,2,9,3,-1.0,0.07532,75,-0.96865,0
15,4,8,5,6,5,-1.0,0.09269,92,-0.96847,0
16,6,9,5,7,4,-1.0,1.0,1000,-0.96839,1
17,5,7,7,8,3,-1.0,0.31924,319,-0.96844,1
17,5,7,3,8,3,-1.0,0.24109,241,-0.96848,0
17,5,7,4,5,6,-1.0,0.28658,287,-0.96852,0
17,5,7,7,6,3,-1.0,0.1531,153,-0.96855,0
18,7,8,6,6,4,-1.0,0.26584,266,-0.9685,0
18,7,8,8,6,2,-1.0,0.2082,208,-0.96848,0
18,7,8,9,7,2,-1.0,0.52596,526,-0.96842,1
19,9,7,8,9,1,-1.0,0.76632,767,-0.96843,1
19,9,7,7,6,2,-1.0,0.23368,233,-0.9684,0
20,8,9,6,8,4,-1.0,1.0,1000,-0.96839,1
21,6,8,4,7,4,-1.0,0.41179,412,-0.96845,1
21,6,8,5,6,4,-1.0,0.32303,323,-0.96846,0
21,6,8,7,6,1,-1.0,0.16069,161,-0.96862,0
21,6,8,8,7,3,-1.0,0.10449,104,-0.96851,0
22,4,7,3,9,2,-1.0,0.48403,485,-0.96849,1
22,4,7,2,8,3,-1.0,0.09142,91,-0.96856,0
22,4,7,3,5,3,-1.0,0.22939,229,-0.96844,0
22,4,7,6,6,3,-1.0,0.19516,195,-0.9685,0
23,3,9,1,8,2,-1.0,0.82404,824,-0.9684,1
23,3,9,5,8,4,-1.0,0.17596,176,-0.96855,0
24,1,8,0,6,2,-1.0,0.58145,582,-0.96844,1
24,1,8,3,7,6,-1.0,0.41855,418,-0.9684,0
25,0,6,1,4,3,-1.0,0.48183,482,-0.96843,0
25,0,6,2,5,6,-1.0,0.51817,518,-0.96841,1
26,2,5,4,6,2,-1.0,0.1583,158,-0.9685,0
26,2,5,3,7,5,-1.0,0.09823,98,-0.96861,0
26,2,5,1,7,4,-1.0,0.05975,59,-0.9685,0
26,2,5,0,4,1,-1.0,0.36887,370,-0.96854,1
26,2,5,1,3,3,-1.0,0.15587,156,-0.96859,0
26,2,5,3,3,3,-0.99999,0.15899,159,-0.96855,0
27,0,4,1,6,5,-1.0,1.0,1000,-0.96839,1
28,1,6,3,7,4,-1.0,0.04088,41,-0.9692,0
28,1,6,2,8,2,-1.0,0.02524,25,-0.96929,0
28,1,6,0,8,1,-1.0,0.67589,677,-0.96846,1
28,1,6,2,4,3,-1.0,0.06162,61,-0.96855,0
28,1,6,3,5,2,-1.0,0.19637,196,-0.96846,0
29,0,8,2,9,2,-1.0,1.0,1000,-0.96839,1
30,2,9,1,7,3,-1.0,0.40222,402,-0.96842,0
30,2,9,3,7,3,-1.0,0.59778,598,-0.96843,1
31,3,7,5,8,3,-1.0,0.27491,275,-0.96849,0
31,3,7,4,5,5,-1.0,0.2804,280,-0.96843,0
31,3,7,5,6,3,-1.0,0.44469,445,-0.96845,1
32,5,6,3,5,1,-1.0,0.37016,370,-0.96843,1
32,5,6,6,4,4,-1.0,0.33838,339,-0.96851,0
32,5,6,7,5,3,-1.0,0.29145,291,-0.96842,0
33,3,5,1,4,2,-1.0,1.0,1000,-0.96839,1
34,1,4,0,2,0,-1.0,0.54317,543,-0.96841,1
34,1,4,3,3,2,-1.0,0.45683,457,-0.96844,0
1,9,9,7,8,4,-1.0,0.67271,673,-0.96842,1
1,9,9,8,7,4,-1.0,0.32729,327,-0.96843,0
2,7,8,5,9,1,-1.0,0.52376,524,-0.96844,1
2,7,8,5,7,4,-1.0,0.16122,161,-0.96851,0
2,7,8,6,6,4,-1.0,0.21525,215,-0.96847,0
2,7,8,8,6,5,-1.0,0.09976,100,-0.96875,0
3,5,9,6,7,6,-1.0,1.0,1000,-0.96839,1
4,6,7,8,8,1,-1.0,0.43871,439,-0.96845,1
4,6,7,7,9,3,-1.0,0.10977,110,-0.96871,0
4,6,7,4,6,5,-1.0,0.14121,141,-0.96854,0
4,6,7,5,5,5,-1.0,0.16571,166,-0.9686,0
4,6,7,7,5,5,-1.0,0.05693,57,-0.96895,0
4,6,7,8,6,4,-1.0,0.08767,87,-0.96848,0
5,8,8,6,9,2,-1.0,1.0,1000,-0.96839,1
6,6,9,5,7,3,-1.0,0.81032,811,-0.96843,1
6,6,9,7,7,6,-1.0,0.18968,189,-0.96841,0
7,5,7,4,9,3,-1.0,0.48097,481,-0.96843,1
7,5,7,3,6,5,-1.0,0.39802,398,-0.96844,0
7,5,7,6,5,6,-1.0,0.12101,121,-0.96862,0
8,4,9,2,8,4,-1.0,0.45963,460,-0.96846,1
8,4,9,3,7,6,-1.0,0.36052,360,-0.9684,0
8,4,9,6,8,3,-1.0,0.17985,180,-0.96856,0
9,2,8,0,9,1,-1.0,0.86673,868,-0.96844,1
9,2,8,0,7,2,-1.0,0.04242,42,-0.96879,0
9,2,8,1,6,3,-1.0,0.05942,59,-0.96867,0
9,2,8,3,6,4,-1.0,0.03144,31,-0.96892,0
10,0,9,1,7,4,-1.0,1.0,1000,-0.96839,1
11,1,7,2,9,1,-1.0,0.70177,703,-0.96846,1
11,1,7,0,5,2,-1.0,0.11561,115,-0.96847,0
11,1,7,2,5,7,-1.0,0.04729,47,-0.96883,0
11,1,7,3,6,3,-1.0,0.13533,135,-0.96852,0
12,2,9,3,7,5,-1.0,1.0,1000,-0.96839,1
13,3,7,5,8,5,-1.0,0.07935,79,-0.96862,0
13,3,7,1,8,3,-1.0,0.14834,148,-0.9685,0
13,3,7,1,6,2,-1.0,0.35264,353,-0.96848,1
13,3,7,2,5,6,-1.0,0.18423,184,-0.96849,0
13,3,7,5,6,6,-1.0,0.23544,236,-0.96857,0
14,1,6,0,4,3,-1.0,0.56758,568,-0.96844,1
14,1,6,3,5,5,-1.0,0.43242,432,-0.9684,0
15,0,4,2,5,5,-1.0,0.35788,358,-0.96846,0
15,0,4,1,2,3,-1.0,0.37058,371,-0.96848,1
15,0,4,2,3,4,-1.0,0.27154,271,-0.96842,0
16,1,2,3,3,5,-1.0,0.01347,13,-0.96955,0
16,1,2,0,0,1,-1.0,0.96385,965,-0.96843,1
16,1,2,2,0,3,-1.0,0.02268,22,-0.9688,0
17,0,0,2,1,4,-1.0,1.0,1000,-0.96839,1
18,2,1,3,3,4,-1.0,0.36776,368,-0.96847,0
18,2,1,1,3,5,-1.0,0.07843,78,-0.96859,0
18,2,1,0,2,3,-1.0,0.12794,128,-0.96862,0
18,2,1,4,0,2,-1.0,0.42587,426,-0.96844,1
19,4,0,5,2,4,-1.0,0.61906,619,-0.96841,1
19,4,0,3,2,5,-1.0,0.38094,381,-0.96845,0
20,5,2,6,4,4,-1.0,0.23198,232,-0.9685,0
20,5,2,4,4,7,-1.0,0.17923,179,-0.9685,0
20,5,2,3,3,3,-1.0,0.23005,230,-0.96849,0
20,5,2,6,0,1,-1.0,0.35874,359,-0.96847,1
21,6,0,4,1,4,-1.0,1.0,1000,-0.96839,1
22,4,1,6,2,5,-1.0,0.19844,198,-0.96845,0
22,4,1,5,3,4,-1.0,0.30865,309,-0.9685,1
22,4,1,3,3,2,-1.0,0.22032,220,-0.96846,0
22,4,1,2,0,2,-1.0,0.27258,273,-0.96853,0
23,5,3,7,4,5,-1.0,0.07741,77,-0.9686,0
23,5,3,6,5,5,-1.0,0.18691,187,-0.96854,0
23,5,3,3,4,5,-1.0,0.416,416,-0.96844,1
23,5,3,3,2,4,-1.0,0.31968,320,-0.96849,0
24,3,4,5,5,4,-1.0,0.4021,402,-0.96843,1
24,3,4,4,6,4,-1.0,0.28738,288,-0.96854,0
24,3,4,2,6,4,-1.0,0.10886,109,-0.96869,0
24,3,4,1,5,4,-1.0,0.12607,126,-0.96859,0
24,3,4,1,3,4,-1.0,0.07559,75,-0.96853,0
25,5,5,3,6,2,-1.0,0.25307,253,-0.96848,0
25,5,5,4,3,4,-1.0,0.42552,426,-0.96847,1
25,5,5,6,3,5,-1.0,0.20365,204,-0.96857,0
25,5,5,7,4,4,-1.0,0.11776,117,-0.96843,0
26,4,3,6,4,3,-1.0,0.30233,303,-0.96854,0
26,4,3,3,5,4,-1.0,0.42086,421,-0.96845,1
26,4,3,5,1,4,-1.0,0.05938,59,-0.96869,0
26,4,3,6,2,4,-1.0,0.21744,217,-0.96844,0
27,3,5,5,6,5,-1.0,0.38992,390,-0.96845,1
27,3,5,2,7,4,-1.0,0.09296,93,-0.96871,0
27,3,5,1,4,4,-1.0,0.24685,247,-0.96851,0
27,3,5,2,3,3,-1.0,0.27027,270,-0.96845,0
28,5,6,7,7,5,-1.0,0.06339,63,-0.96866,0
28,5,6,6,8,2,-1.0,0.21142,211,-0.96845,0
28,5,6,4,4,6,-1.0,0.19921,199,-0.96849,0
28,5,6,6,4,2,-1.0,0.36112,362,-0.96853,1
28,5,6,7,5,4,-1.0,0.16486,165,-0.96858,0
29,6,4,8,5,2,-1.0,0.51398,514,-0.96842,1
29,6,4,8,3,3,-1.0,0.48602,486,-0.96843,0
30,8,5,7,7,4,-1.0,0.11386,113,-0.9684,0
30,8,5,6,6,3,-1.0,0.88614,887,-0.96843,1
31,6,6,8,7,3,-1.0,0.30406,304,-0.96846,0
31,6,6,5,8,4,-1.0,0.41199,412,-0.96844,1
31,6,6,7,4,3,-1.0,0.28395,284,-0.96848,0
32,5,8,7,9,2,-1.0,0.30422,304,-0.96844,0
32,5,8,3,9,2,-1.0,0.34997,350,-0.96845,1
32,5,8,4,6,3,-1.0,0.22106,221,-0.9685,0
32,5,8,7,7,3,-1.0,0.12475,125,-0.96867,0
33,3,9,1,8,2,-1.0,0.9248,925,-0.9684,1
33,3,9,2,7,3,-1.0,0.0752,75,-0.96869,0
34,1,8,0,6,3,-1.0,0.75147,752,-0.96843,1
34,1,8,2,6,3,-1.0,0.24853,248,-0.96842,0
35,0,6,2,7,2,-1.0,0.314,314,-0.96846,0
35,0,6,1,4,3,-1.0,0.22765,227,-0.96841,0
35,0,6,2,5,4,-1.0,0.45834,459,-0.96848,1
36,2,5,4,6,2,-1.0,0.4278,428,-0.96845,1
36,2,5,1,3,3,-1.0,0.03314,33,-0.96916,0
36,2,5,3,3,1,-1.0,0.15828,158,-0.9685,0
36,2,5,4,4,5,-1.0,0.38078,381,-0.96846,0
37,4,6,2,7,1,-1.0,0.21743,217,-0.96844,0
37,4,6,6,5,4,-1.0,0.78257,783,-0.96842,1
38,6,5,8,6,3,-1.0,0.14814,148,-0.96854,0
38,6,5,7,7,2,-1.0,0.27908,279,-0.96847,0
38,6,5,4,4,4,-1.0,0.19983,200,-0.96854,0
38,6,5,8,4,1,-1.0,0.37295,373,-0.96845,1
39,8,4,6,3,4,-1.0,1.0,1000,-0.96839,1
40,6,3,7,5,3,-1.0,0.11223,112,-0.96858,0
40,6,3,4,4,3,-1.0,0.39516,395,-0.96843,1
40,6,3,5,1,3,-1.0,0.37031,371,-0.96851,0
40,6,3,8,2,3,-1.0,0.1223,122,-0.96854,0
41,4,4,3,6,1,-1.0,0.37557,376,-0.96848,1
41,4,4,2,3,2,-1.0,0.30099,301,-0.96847,0
41,4,4,3,2,3,-1.0,0.32344,323,-0.96842,0
42,3,6,1,5,3,-1.0,1.0,1000,-0.96839,1
43,1,5,2,7,0,-1.0,0.25165,252,-0.96853,0
43,1,5,0,7,1,-1.0,0.34217,342,-0.96844,0
43,1,5,2,3,1,-1.0,0.40618,406,-0.96842,1
44,2,3,0,2,2,-1.0,1.0,1000,-0.96839,1
45,0,2,1,4,2,-1.0,0.57509,575,-0.96841,1
45,0,2,1,0,0,-1.0,0.42491,425,-0.96844,0
46,1,4,2,6,2,-1.0,0.22383,224,-0.96853,0
46,1,4,3,3,0,-1.0,0.77617,776,-0.9684,1
1,5,5,7,6,7,-1.0,0.11754,117,-0.96848,0
1,5,5,6,7,7,-1.0,0.15508,155,-0.96855,0
1,5,5,4,7,7,-1.0,0.04454,44,-0.96868,0
1,5,5,3,6,7,-1.0,0.09517,95,-0.96864,0
1,5,5,3,4,6,-1.0,0.13396,134,-0.96861,0
1,5,5,4,3,7,-1.0,0.28109,282,-0.96858,1
1,5,5,6,3,6,-1.0,0.17262,173,-0.96861,0
2,4,3,6,4,7,-1.0,0.12153,121,-0.96848,0
2,4,3,3,5,7,-1.0,0.27737,278,-0.96855,1
2,4,3,2,4,7,-1.0,0.0538,54,-0.96905,0
2,4,3,2,2,7,-1.0,0.17812,178,-0.96852,0
2,4,3,3,1,5,-1.0,0.09503,95,-0.96868,0
2,4,3,5,1,5,-1.0,0.06863,68,-0.96853,0
2,4,3,6,2,6,-1.0,0.20551,206,-0.96859,0
3,3,5,5,6,7,-1.0,0.12227,122,-0.96855,0
3,3,5,4,7,6,-1.0,0.0299,29,-0.96846,0
3,3,5,2,7,6,-1.0,0.0402,40,-0.96898,0
3,3,5,1,6,5,-1.0,0.04789,48,-0.96908,0
3,3,5,1,4,3,-1.0,0.19751,198,-0.9686,0
3,3,5,2,3,5,-1.0,0.14235,142,-0.96851,0
3,3,5,5,4,6,-1.0,0.41989,421,-0.96852,1
4,5,4,7,5,7,-1.0,0.11192,112,-0.96867,0
4,5,4,6,6,6,-1.0,0.21769,218,-0.96855,1
4,5,4,4,6,6,-1.0,0.21326,213,-0.96847,0
4,5,4,3,3,7,-1.0,0.19888,199,-0.96854,0
4,5,4,6,2,5,-1.0,0.14864,149,-0.96865,0
4,5,4,7,3,7,-1.0,0.10961,109,-0.96847,0
5,6,6,8,7,5,-1.0,0.02744,27,-0.96899,0
5,6,6,7,8,5,-1.0,0.0392,39,-0.96899,0
5,6,6,5,8,5,-1.0,0.07167,71,-0.9685,0
5,6,6,4,7,5,-1.0,0.1427,143,-0.96865,0
5,6,6,4,5,7,-1.0,0.37948,380,-0.96849,1
5,6,6,8,5,5,-1.0,0.3395,340,-0.9685,0
6,4,5,5,7,6,-1.0,0.08934,89,-0.9686,0
6,4,5,3,7,7,-1.0,0.03842,38,-0.96883,0
6,4,5,2,6,6,-1.0,0.05381,54,-0.96904,0
6,4,5,2,4,6,-1.0,0.13365,134,-0.96868,0
6,4,5,3,3,6,-1.0,0.25905,259,-0.96848,1
6,4,5,5,3,6,-1.0,0.22369,224,-0.96855,0
6,4,5,6,4,6,-1.0,0.20204,202,-0.96851,0
7,3,3,2,5,6,-1.0,0.21026,210,-0.96847,0
7,3,3,1,4,2,-1.0,0.26474,265,-0.96851,1
7,3,3,1,2,5,-1.0,0.09115,91,-0.96865,0
7,3,3,2,1,3,-1.0,0.19317,193,-0.9685,0
7,3,3,4,1,5,-1.0,0.09078,91,-0.96878,0
7,3,3,5,2,7,-1.0,0.14989,150,-0.96859,0
8,1,4,2,6,5,-1.0,0.59176,592,-0.96843,1
8,1,4,2,2,6,-1.0,0.40824,408,-0.96842,0
9,2,6,4,7,4,-1.0,0.12268,122,-0.96844,0
9,2,6,1,8,2,-1.0,0.14332,143,-0.96851,0
9,2,6,0,7,3,-1.0,0.03467,34,-0.96866,0
9,2,6,0,5,3,-1.0,0.28227,283,-0.96855,0
9,2,6,3,4,5,-1.0,0.41706,418,-0.96851,1
10,3,4,4,6,5,-1.0,0.39057,391,-0.96848,1
10,3,4,1,5,5,-1.0,0.04053,40,-0.96873,0
10,3,4,1,3,5,-1.0,0.11697,117,-0.96864,0
10,3,4,2,2,5,-1.0,0.10584,106,-0.9687,0
10,3,4,5,3,5,-1.0,0.34609,346,-0.96844,0
11,4,6,6,7,6,-1.0,0.09779,97,-0.96843,0
11,4,6,5,8,4,-1.0,0.2478,248,-0.96851,0
11,4,6,2,7,5,-1.0,0.01911,19,-0.96977,0
11,4,6,2,5,5,-1.0,0.18875,189,-0.96857,0
11,4,6,6,5,7,-1.0,0.44655,447,-0.96846,1
12,6,5,8,6,4,-1.0,0.05666,56,-0.96855,0
12,6,5,7,7,7,-1.0,0.0307,30,-0.96867,0
12,6,5,5,7,5,-1.0,0.05729,57,-0.96875,0
12,6,5,4,4,7,-1.0,0.22788,228,-0.96852,0
12,6,5,5,3,4,-1.0,0.39584,397,-0.96853,1
12,6,5,7,3,6,-1.0,0.12955,130,-0.96871,0
12,6,5,8,4,5,-1.0,0.10209,102,-0.96864,0
13,5,3,3,2,7,-1.0,0.33038,331,-0.96852,0
13,5,3,4,1,4,-1.0,0.47161,472,-0.96845,1
13,5,3,6,1,4,-1.0,0.08562,85,-0.9685,0
13,5,3,7,2,7,-1.0,0.1124,112,-0.96853,0
14,4,1,6,2,4,-1.0,0.18562,185,-0.96843,0
14,4,1,2,2,4,-1.0,0.02991,29,-0.96845,0
14,4,1,2,0,3,-1.0,0.29347,294,-0.96853,0
14,4,1,6,0,3,-1.0,0.491,492,-0.96849,1
15,6,0,8,1,3,-1.0,0.67354,674,-0.96843,1
15,6,0,7,2,6,-1.0,0.09084,90,-0.96842,0
15,6,0,5,2,6,-1.0,0.23562,236,-0.96855,0
16,8,1,9,3,2,-1.0,0.70586,706,-0.96841,1
16,8,1,7,3,5,-1.0,0.12916,129,-0.96856,0
16,8,1,6,2,3,-1.0,0.16497,165,-0.96856,0
17,9,3,8,5,4,-1.0,0.57213,572,-0.96841,1
17,9,3,7,2,5,-1.0,0.42787,428,-0.96845,0
18,8,5,9,7,3,-1.0,0.47186,472,-0.96844,1
18,8,5,7,7,6,-1.0,0.03501,35,-0.96923,0
18,8,5,6,4,5,-1.0,0.31081,311,-0.96848,0
18,8,5,7,3,4,-1.0,0.18233,182,-0.96848,0
19,9,7,8,9,2,-1.0,0.80122,802,-0.96843,1
19,9,7,7,8,4,-1.0,0.05953,59,-0.96861,0
19,9,7,7,6,6,-1.0,0.13925,139,-0.96853,0
20,8,9,6,8,5,-1.0,0.84661,847,-0.96841,1
20,8,9,7,7,5,-1.0,0.15339,153,-0.96849,0
21,6,8,4,9,3,-1.0,0.2848,285,-0.96849,0
21,6,8,4,7,3,-1.0,0.20927,209,-0.96847,0
21,6,8,5,6,6,-1.0,0.38658,387,-0.96848,1
21,6,8,7,6,5,-1.0,0.09436,94,-0.96858,0
21,6,8,8,7,4,-1.0,0.025,25,-0.96958,0
22,5,6,7,7,4,-1.0,0.11177,112,-0.96871,0
22,5,6,4,8,5,-1.0,0.12275,123,-0.96868,0
22,5,6,3,7,6,-1.0,0.03979,39,-0.96853,0
22,5,6,4,4,6,-1.0,0.3231,323,-0.96845,1
22,5,6,6,4,4,-1.0,0.29951,300,-0.96852,0
22,5,6,7,5,6,-1.0,0.10308,103,-0.96864,0
23,4,4,3,6,6,-1.0,0.19402,194,-0.96852,0
23,4,4,2,5,4,-1.0,0.05061,50,-0.9686,0
23,4,4,2,3,4,-1.0,0.15211,152,-0.96855,0
23,4,4,3,2,6,-1.0,0.25919,259,-0.96846,1
23,4,4,5,2,5,-1.0,0.0968,97,-0.96875,0
23,4,4,6,3,5,-1.0,0.24727,248,-0.96858,0
24,3,2,2,4,5,-1.0,0.2324,232,-0.96844,0
24,3,2,1,3,4,-1.0,0.08212,82,-0.9687,0
24,3,2,1,1,3,-1.0,0.09481,95,-0.96875,0
24,3,2,2,0,2,-1.0,0.40449,405,-0.96848,1
24,3,2,4,0,3,-1.0,0.09238,92,-0.96857,0
24,3,2,5,1,4,-1.0,0.0938,94,-0.96876,0
25,2,0,1,2,4,-1.0,0.14538,145,-0.9685,0
25,2,0,0,1,2,-1.0,0.85462,855,-0.96841,1
26,0,1,2,2,3,-1.0,0.30647,306,-0.96842,0
26,0,1,1,3,3,-1.0,0.69353,694,-0.96843,1
27,1,3,2,5,3,-1.0,0.19682,197,-0.96855,0
27,1,3,0,5,2,-1.0,0.755,755,-0.9684,1
27,1,3,2,1,2,-1.0,0.04818,48,-0.96889,0
28,0,5,1,7,4,-1.0,0.25449,254,-0.96842,0
28,0,5,2,4,4,-1.0,0.74551,746,-0.96842,1
29,2,4,3,6,5,-1.0,0.39633,397,-0.96849,1
29,2,4,1,6,4,-1.0,0.17981,180,-0.96857,0
29,2,4,0,3,3,-1.0,0.29424,294,-0.96844,0
29,2,4,1,2,3,-1.0,0.12963,129,-0.96845,0
30,3,6,5,7,4,-1.0,0.23326,233,-0.96846,0
30,3,6,4,8,4,-1.0,0.53022,531,-0.96847,1
30,3,6,2,8,5,-1.0,0.05031,50,-0.96879,0
30,3,6,1,7,3,-1.0,0.0396,39,-0.96867,0
30,3,6,1,5,4,-1.0,0.14661,147,-0.96866,0
31,4,8,6,9,3,-1.0,0.21822,218,-0.96847,0
31,4,8,2,9,3,-1.0,0.3482,349,-0.96852,1
31,4,8,2,7,4,-1.0,0.17854,178,-0.96844,0
31,4,8,6,7,5,-1.0,0.25504,255,-0.96848,0
32,2,9,0,8,2,-1.0,0.72466,725,-0.96842,1
32,2,9,1,7,2,-1.0,0.14951,149,-0.96846,0
32,2,9,3,7,5,-1.0,0.12583,126,-0.96865,0
33,0,8,1,6,3,-1.0,0.76941,770,-0.96843,1
33,0,8,2,7,3,-1.0,0.23059,230,-0.96842,0
34,1,6,3,7,4,-1.0,0.19977,199,-0.9684,0
34,1,6,2,8,4,-1.0,0.10697,107,-0.96866,0
34,1,6,0,4,3,-1.0,0.69326,694,-0.96844,1
35,0,4,2,5,2,-1.0,0.55299,553,-0.96842,1
35,0,4,1,2,2,-1.0,0.10614,106,-0.96861,0
35,0,4,2,3,3,-1.0,0.34086,341,-0.96847,0
36,2,5,3,7,3,-1.0,0.43253,432,-0.9684,0
36,2,5,1,7,1,-1.0,0.56747,568,-0.96845,1
37,1,7,0,9,1,-1.0,1.0,1000,-0.96839,1
38,0,9,2,8,3,-1.0,1.0,1000,-0.96839,1
39,2,8,4,9,2,-1.0,0.6779,679,-0.96846,1
39,2,8,0,7,2,-1.0,0.09051,90,-0.96853,0
39,2,8,4,7,2,-1.0,0.23158,231,-0.96842,0
40,4,9,3,7,2,-1.0,0.43576,436,-0.96845,0
40,4,9,5,7,3,-1.0,0.56424,564,-0.9684,1
41,5,7,7,8,3,-1.0,0.15683,157,-0.96859,0
41,5,7,6,9,2,-1.0,0.66166,662,-0.96843,1
41,5,7,7,6,4,-1.0,0.1815,181,-0.96845,0
42,6,9,7,7,3,-1.0,0.00599,6,-0.97291,0
42,6,9,8,8,3,-1.0,0.99401,994,-0.96839,1
43,8,8,6,7,4,-1.0,0.12157,121,-0.96847,0
43,8,8,7,6,3,-1.0,0.20874,209,-0.96855,0
43,8,8,9,6,3,-1.0,0.66968,670,-0.96842,1
44,9,6,7,7,2,-1.0,0.09939,99,-0.96856,0
44,9,6,7,5,5,-1.0,0.24894,249,-0.9685,0
44,9,6,8,4,4,-1.0,0.65168,652,-0.96843,1
45,8,4,7,6,2,-1.0,0.15236,152,-0.96849,0
45,8,4,6,3,4,-1.0,0.36986,370,-0.96846,1
45,8,4,7,2,4,-1.0,0.14658,146,-0.96845,0
45,8,4,9,2,3,-1.0,0.33121,332,-0.96853,0
46,6,3,7,5,4,-1.0,0.23129,231,-0.96846,0
46,6,3,5,1,3,-1.0,0.38401,384,-0.96844,1
46,6,3,7,1,5,-1.0,0.1621,162,-0.96854,0
46,6,3,8,2,4,-1.0,0.2226,223,-0.96856,0
