step,current_x,current_y,move_x,move_y,degree,Q,P,N,PUCT,is_best
47,5,1,7,2,3,-1.0,0.38265,383,-0.96847,0
47,5,1,3,0,2,-1.0,0.21787,218,-0.96852,0
47,5,1,7,0,3,-1.0,0.39947,399,-0.9684,1
48,7,0,9,1,2,-1.0,0.85329,854,-0.96842,1
48,7,0,8,2,3,-1.0,0.05989,60,-0.96894,0
48,7,0,6,2,2,-1.0,0.08682,86,-0.96843,0
49,9,1,8,3,5,-1.0,0.43152,431,-0.9684,0
49,9,1,7,2,2,-1.0,0.56848,569,-0.96845,1
50,7,2,6,4,3,-1.0,0.47985,480,-0.96844,0
50,7,2,8,0,2,-1.0,0.52015,520,-0.96841,1
51,8,0,9,2,2,-1.0,0.75596,756,-0.9684,1
51,8,0,6,1,3,-1.0,0.24404,244,-0.96848,0
52,9,2,7,3,3,-1.0,0.63428,634,-0.9684,1
52,9,2,7,1,4,-1.0,0.36572,366,-0.96847,0
53,7,3,9,4,3,-1.0,0.49307,493,-0.96842,1
53,7,3,5,2,4,-1.0,0.22636,226,-0.96845,0
53,7,3,6,1,2,-1.0,0.28057,281,-0.96852,0
54,9,4,8,6,3,-1.0,0.2575,257,-0.96842,0
54,9,4,7,5,3,-1.0,0.5211,522,-0.96848,1
54,9,4,8,2,2,-1.0,0.2214,221,-0.96845,0
55,7,5,8,7,3,-1.0,0.13606,136,-0.96858,0
55,7,5,6,7,3,-1.0,0.37162,372,-0.96848,0
55,7,5,8,3,4,-0.99999,0.49232,492,-0.9684,1
56,8,3,9,5,2,-0.99995,0.34531,346,-0.96847,1
56,8,3,6,4,2,-1.0,0.24458,244,-0.96842,0
56,8,3,6,2,1,-1.0,0.29381,294,-0.96849,0
56,8,3,7,1,3,-1.0,0.1163,116,-0.96855,0
57,9,5,8,7,2,-1.0,0.23546,235,-0.96843,0
57,9,5,7,6,1,-0.99994,0.76454,765,-0.96836,1
58,7,6,6,4,1,-0.99995,1.0,1000,-0.96834,1
59,6,4,5,2,3,-0.99995,1.0,1000,-0.96834,1
60,5,2,3,1,4,-0.99998,0.37721,377,-0.96841,0
60,5,2,4,0,2,-0.99991,0.41326,414,-0.9684,1
60,5,2,7,1,2,-0.99999,0.20953,209,-0.96842,0
61,4,0,6,1,1,-0.99998,0.85521,855,-0.96837,1
61,4,0,2,1,1,-0.99981,0.14479,145,-0.96843,0
62,6,1,8,2,1,-0.99998,1.0,1000,-0.96837,1
63,8,2,9,0,1,-0.99998,1.0,1000,-0.96837,1
64,9,0,7,1,1,-0.99998,1.0,1000,-0.96837,1
65,7,1,5,0,2,-0.99998,1.0,1000,-0.96837,1
66,5,0,6,2,0,-1.0,0.49592,496,-0.96843,0
66,5,0,3,1,3,-0.99996,0.50408,504,-0.96838,1
67,3,1,2,3,2,-0.99994,0.32724,328,-0.96847,0
67,3,1,1,2,1,-1.0,0.1876,187,-0.96843,0
67,3,1,1,0,1,-1.0,0.48515,485,-0.96842,1
68,1,0,2,2,2,-1.0,1.0,1000,-0.96839,1
69,2,2,0,3,2,-1.0,0.52561,526,-0.96844,1
69,2,2,3,0,1,-1.0,0.47439,474,-0.9684,0
70,0,3,1,5,3,-1.0,0.84074,841,-0.96841,1
70,0,3,1,1,2,-1.0,0.15926,159,-0.96851,0
71,1,5,2,7,2,-1.0,0.13697,137,-0.9686,0
71,1,5,0,7,1,-1.0,0.74463,745,-0.96842,1
71,1,5,2,3,1,-1.0,0.1184,118,-0.96852,0
72,0,7,1,9,1,-1.0,1.0,1000,-0.96839,1
73,1,9,2,7,1,-1.0,1.0,1000,-0.96839,1
74,2,7,3,9,3,-1.0,1.0,1000,-0.96839,1
75,3,9,1,8,1,-1.0,0.43336,433,-0.96841,1
75,3,9,4,7,1,-1.0,0.24476,245,-0.96852,0
75,3,9,5,8,3,-1.0,0.32189,322,-0.96847,0
76,1,8,3,7,1,-1.0,1.0,1000,-0.96839,1
77,3,7,5,8,2,-1.0,1.0,1000,-0.96839,1
78,5,8,7,9,3,-1.0,0.60052,601,-0.96844,1
78,5,8,7,7,1,-1.0,0.39948,399,-0.9684,0
79,7,9,6,7,2,-1.0,0.15197,152,-0.96858,0
79,7,9,8,7,1,-1.0,0.18241,182,-0.96846,0
79,7,9,9,8,2,-1.0,0.66562,666,-0.96843,1
80,9,8,7,7,0,-1.0,0.47375,474,-0.96844,0
80,9,8,8,6,2,-1.0,0.52625,526,-0.96841,1
81,8,6,7,8,2,-1.0,0.31086,311,-0.96848,0
81,8,6,6,7,1,-1.0,0.68914,689,-0.9684,1
82,6,7,5,9,2,-1.0,1.0,1000,-0.96839,1
83,5,9,4,7,0,-1.0,0.63899,639,-0.96841,1
83,5,9,7,8,1,-1.0,0.36101,361,-0.96845,0
1,1,1,3,2,7,-1.0,0.13567,135,-0.96844,0
1,1,1,2,3,7,-1.0,0.09891,99,-0.96871,0
1,1,1,0,3,3,-1.0,0.56157,562,-0.96844,1
1,1,1,3,0,3,-1.0,0.20384,204,-0.96854,0
2,0,3,2,4,7,-1.0,0.29504,295,-0.96846,0
2,0,3,1,5,5,-1.0,0.41356,414,-0.96847,1
2,0,3,2,2,7,-1.0,0.2914,291,-0.96843,0
3,1,5,3,6,7,-1.0,0.12133,121,-0.96853,0
3,1,5,2,7,7,-1.0,0.04394,44,-0.96911,0
3,1,5,0,7,3,-1.0,0.56853,569,-0.96844,1
3,1,5,2,3,6,-1.0,0.03606,36,-0.96916,0
3,1,5,3,4,7,-1.0,0.23014,230,-0.96848,0
4,0,7,2,8,5,-1.0,0.00731,7,-0.9711,0
4,0,7,1,9,2,-1.0,0.90002,901,-0.96843,1
4,0,7,2,6,7,-1.0,0.09267,92,-0.96847,0
5,1,9,2,7,6,-1.0,0.02953,29,-0.96885,0
5,1,9,3,8,5,-1.0,0.97047,971,-0.96841,1
6,3,8,5,9,3,-1.0,0.75744,759,-0.96847,1
6,3,8,1,7,5,-1.0,0.02578,25,-0.96863,0
6,3,8,2,6,6,-1.0,0.04346,43,-0.96875,0
6,3,8,4,6,7,-1.0,0.05323,53,-0.96881,0
6,3,8,5,7,7,-1.0,0.12009,120,-0.9686,0
7,5,9,4,7,7,-1.0,0.06991,69,-0.9684,0
7,5,9,6,7,7,-1.0,0.13494,135,-0.96861,0
7,5,9,7,8,5,-1.0,0.79515,796,-0.96844,1
8,7,8,9,9,1,-1.0,0.96332,965,-0.96845,1
8,7,8,5,7,6,-1.0,0.00516,5,-0.97281,0
8,7,8,6,6,7,-1.0,0.00895,8,-0.96852,0
8,7,8,8,6,5,-1.0,0.00222,2,-0.97659,0
8,7,8,9,7,3,-1.0,0.02035,20,-0.96933,0
9,9,9,8,7,5,-1.0,1.0,1000,-0.96839,1
10,8,7,7,9,3,-1.0,0.2816,282,-0.96852,1
10,8,7,6,8,5,-1.0,0.04713,47,-0.96894,0
10,8,7,6,6,6,-1.0,0.26756,267,-0.96841,0
10,8,7,7,5,7,-1.0,0.2118,212,-0.96854,0
10,8,7,9,5,3,-1.0,0.19192,192,-0.96854,0
11,7,9,5,8,5,-1.0,0.03904,39,-0.96912,0
11,7,9,6,7,6,-1.0,0.06138,61,-0.96868,0
11,7,9,9,8,2,-1.0,0.89958,900,-0.96841,1
12,9,8,7,7,7,-1.0,0.03535,35,-0.96893,0
12,9,8,8,6,4,-1.0,0.96465,965,-0.96841,1
13,8,6,6,7,5,-1.0,0.09063,90,-0.96849,0
13,8,6,6,5,7,-1.0,0.25784,258,-0.9685,0
13,8,6,7,4,7,-1.0,0.0959,96,-0.96872,0
13,8,6,9,4,3,-1.0,0.55562,556,-0.96844,1
14,9,4,7,5,6,-1.0,0.25037,250,-0.96844,0
14,9,4,7,3,7,-1.0,0.44114,441,-0.96842,1
14,9,4,8,2,5,-1.0,0.30849,309,-0.96852,0
15,7,3,8,5,5,-1.0,0.13832,138,-0.96852,0
15,7,3,6,5,6,-1.0,0.07145,71,-0.9686,0
15,7,3,5,4,7,-1.0,0.08077,81,-0.96884,0
15,7,3,5,2,7,-1.0,0.18796,188,-0.96853,0
15,7,3,6,1,5,-1.0,0.20255,203,-0.96859,0
15,7,3,8,1,3,-1.0,0.06826,68,-0.9687,0
15,7,3,9,2,3,-1.0,0.25069,251,-0.96853,1
16,9,2,8,4,5,-1.0,0.2763,276,-0.96844,0
16,9,2,7,1,5,-1.0,0.22745,227,-0.96844,0
16,9,2,8,0,2,-1.0,0.49625,497,-0.96847,1
17,8,0,7,2,7,-1.0,0.13019,130,-0.96856,0
17,8,0,6,1,4,-1.0,0.86981,870,-0.9684,1
18,6,1,8,2,4,-1.0,0.20358,203,-0.96843,0
18,6,1,5,3,7,-1.0,0.17654,176,-0.96844,0
18,6,1,4,2,7,-1.0,0.20066,201,-0.96857,0
18,6,1,4,0,3,-1.0,0.41922,420,-0.9685,1
19,4,0,5,2,6,-1.0,0.41783,418,-0.96845,0
19,4,0,3,2,6,-1.0,0.50747,508,-0.96846,1
19,4,0,2,1,5,-1.0,0.0747,74,-0.96849,0
20,3,2,5,3,6,-1.0,0.18613,186,-0.96851,0
20,3,2,4,4,7,-1.0,0.22721,227,-0.96847,0
20,3,2,2,4,6,-1.0,0.06333,63,-0.96869,0
20,3,2,1,3,5,-1.0,0.03825,38,-0.96897,0
20,3,2,2,0,3,-1.0,0.37942,380,-0.96849,1
20,3,2,5,1,5,-1.0,0.10566,106,-0.96876,0
21,2,0,4,1,5,-1.0,0.11736,117,-0.96853,0
21,2,0,1,2,5,-1.0,0.08312,83,-0.96869,0
21,2,0,0,1,2,-1.0,0.79952,800,-0.96842,1
22,0,1,2,2,6,-1.0,0.41711,417,-0.96843,0
22,0,1,1,3,4,-1.0,0.58289,583,-0.96842,1
23,1,3,3,4,6,-1.0,0.23691,237,-0.96851,0
23,1,3,2,5,7,-1.0,0.09735,97,-0.96857,0
23,1,3,0,5,3,-1.0,0.62631,627,-0.96845,1
23,1,3,2,1,4,-1.0,0.03943,39,-0.96881,0
24,0,5,2,6,5,-1.0,0.21163,211,-0.96842,0
24,0,5,1,7,4,-1.0,0.13906,139,-0.96857,0
24,0,5,2,4,5,-1.0,0.6493,650,-0.96844,1
25,2,4,4,5,7,-1.0,0.1324,132,-0.9685,0
25,2,4,3,6,6,-1.0,0.15693,157,-0.96858,0
25,2,4,1,6,5,-1.0,0.33939,340,-0.96851,1
25,2,4,1,2,4,-1.0,0.0614,61,-0.96867,0
25,2,4,4,3,7,-1.0,0.30989,310,-0.96847,0
26,1,6,3,7,7,-1.0,0.04535,45,-0.96881,0
26,1,6,2,8,4,-1.0,0.00576,5,-0.96961,0
26,1,6,0,8,2,-1.0,0.52089,522,-0.96849,1
26,1,6,0,4,3,-1.0,0.14459,144,-0.96845,0
26,1,6,3,5,7,-1.0,0.28341,284,-0.96854,0
27,0,8,2,9,3,-1.0,0.57153,572,-0.96844,1
27,0,8,2,7,5,-1.0,0.42847,428,-0.9684,0
28,2,9,1,7,3,-1.0,0.11501,115,-0.96863,0
28,2,9,3,7,6,-1.0,0.08667,86,-0.96848,0
28,2,9,4,8,5,-1.0,0.79832,799,-0.96843,1
29,4,8,6,9,3,-1.0,0.38143,382,-0.96849,1
29,4,8,2,7,4,-1.0,0.0996,99,-0.96849,0
29,4,8,3,6,5,-1.0,0.20365,204,-0.96857,0
29,4,8,5,6,7,-1.0,0.17685,177,-0.96857,0
29,4,8,6,7,4,-1.0,0.13848,138,-0.96848,0
30,6,9,5,7,5,-1.0,0.01644,16,-0.96941,0
30,6,9,7,7,6,-1.0,0.01198,11,-0.96841,0
30,6,9,8,8,3,-1.0,0.97158,973,-0.96844,1
31,8,8,6,7,3,-1.0,0.35036,350,-0.96842,0
31,8,8,7,6,7,-1.0,0.24967,250,-0.96853,0
31,8,8,9,6,3,-1.0,0.39998,400,-0.96844,1
32,9,6,7,7,5,-1.0,0.12684,127,-0.96865,0
32,9,6,7,5,5,-1.0,0.34029,340,-0.96843,0
32,9,6,8,4,4,-1.0,0.53287,533,-0.96843,1
33,8,4,7,6,6,-1.0,0.03032,30,-0.96906,0
33,8,4,6,5,5,-1.0,0.26595,266,-0.96849,0
33,8,4,6,3,7,-1.0,0.4991,499,-0.96842,1
33,8,4,7,2,6,-1.0,0.20464,205,-0.96857,0
34,6,3,7,5,4,-1.0,0.09554,95,-0.96851,0
34,6,3,5,5,7,-1.0,0.06962,69,-0.96853,0
34,6,3,4,4,6,-1.0,0.17366,174,-0.9686,0
34,6,3,4,2,6,-1.0,0.22086,221,-0.96852,1
34,6,3,5,1,4,-1.0,0.2184,219,-0.96859,0
34,6,3,7,1,4,-1.0,0.05193,52,-0.969,0
34,6,3,8,2,3,-1.0,0.16999,170,-0.96855,0
35,4,2,5,4,6,-1.0,0.13955,139,-0.96846,0
35,4,2,3,4,5,-1.0,0.09311,93,-0.96866,0
35,4,2,2,3,5,-1.0,0.11181,112,-0.9687,0
35,4,2,2,1,3,-1.0,0.03247,32,-0.96887,0
35,4,2,3,0,2,-1.0,0.43605,437,-0.9685,1
35,4,2,5,0,3,-1.0,0.18701,187,-0.96853,0
36,3,0,5,1,3,-1.0,0.68721,687,-0.9684,1
36,3,0,2,2,5,-1.0,0.31279,313,-0.96848,0
37,5,1,7,2,5,-1.0,0.10135,101,-0.96856,0
37,5,1,4,3,6,-1.0,0.50354,504,-0.96845,1
37,5,1,7,0,3,-1.0,0.39511,395,-0.96843,0
38,4,3,6,4,7,-1.0,0.16129,162,-0.96869,0
38,4,3,5,5,6,-1.0,0.08555,85,-0.96853,0
38,4,3,3,5,6,-1.0,0.33615,337,-0.96853,1
38,4,3,2,2,4,-1.0,0.1712,171,-0.96851,0
38,4,3,3,1,5,-1.0,0.14635,146,-0.9685,0
38,4,3,6,2,7,-1.0,0.09946,99,-0.96853,0
39,3,5,5,6,6,-1.0,0.19214,192,-0.9685,0
39,3,5,4,7,6,-1.0,0.07222,72,-0.9687,0
39,3,5,2,7,3,-1.0,0.10085,101,-0.96872,0
39,3,5,1,4,5,-1.0,0.25858,259,-0.96853,1
39,3,5,2,3,4,-1.0,0.13429,134,-0.96853,0
39,3,5,5,4,5,-1.0,0.24191,242,-0.9685,0
40,1,4,2,6,4,-1.0,0.15073,151,-0.96863,0
40,1,4,0,6,3,-1.0,0.37487,375,-0.96846,1
40,1,4,0,2,3,-1.0,0.16016,160,-0.96853,0
40,1,4,2,2,3,-1.0,0.06394,64,-0.96888,0
40,1,4,3,3,7,-1.0,0.2503,250,-0.96845,0
41,0,6,2,7,2,-1.0,0.19231,192,-0.96847,0
41,0,6,1,8,3,-1.0,0.51004,510,-0.96842,1
41,0,6,2,5,6,-1.0,0.29764,298,-0.9685,0
42,1,8,3,9,3,-1.0,0.1906,190,-0.96843,0
42,1,8,2,6,3,-1.0,0.40689,407,-0.96845,1
42,1,8,3,7,5,-1.0,0.40251,403,-0.96848,0
43,2,6,4,7,5,-1.0,0.17602,176,-0.96854,0
43,2,6,3,4,4,-1.0,0.24629,246,-0.96845,0
43,2,6,4,5,6,-1.0,0.5777,578,-0.96843,1
44,4,5,6,6,5,-1.0,0.16713,167,-0.96853,0
44,4,5,5,7,4,-1.0,0.13621,136,-0.96854,0
44,4,5,3,7,4,-1.0,0.08705,87,-0.9687,0
44,4,5,3,3,6,-1.0,0.16317,163,-0.96852,0
44,4,5,5,3,5,-1.0,0.20474,205,-0.96856,0
44,4,5,6,4,6,-1.0,0.2417,242,-0.96853,1
45,6,4,8,5,4,-1.0,0.10756,107,-0.96849,0
45,6,4,7,6,5,-1.0,0.11276,113,-0.96871,0
45,6,4,5,6,5,-1.0,0.22486,225,-0.96852,0
45,6,4,5,2,5,-1.0,0.16559,166,-0.96863,0
45,6,4,7,2,4,-1.0,0.22586,226,-0.96852,1
45,6,4,8,3,5,-1.0,0.16337,163,-0.96848,0
46,7,2,9,3,3,-1.0,0.09755,97,-0.96851,0
46,7,2,5,3,4,-1.0,0.21023,210,-0.96848,0
46,7,2,6,0,3,-1.0,0.14189,142,-0.96861,0
46,7,2,9,1,2,-1.0,0.55032,551,-0.96846,1
47,9,1,8,3,4,-1.0,0.21557,215,-0.96842,0
47,9,1,7,0,2,-1.0,0.78443,785,-0.96842,1
48,7,0,8,2,2,-1.0,0.60661,607,-0.96843,1
48,7,0,6,2,6,-1.0,0.39339,393,-0.96841,0
49,8,2,7,4,6,-1.0,0.06321,63,-0.96875,0
49,8,2,9,0,1,-1.0,0.93679,937,-0.9684,1
50,9,0,7,1,3,-1.0,1.0,1000,-0.96839,1
51,7,1,8,3,3,-1.0,0.08647,86,-0.96856,0
51,7,1,5,2,4,-1.0,0.0487,48,-0.96856,0
51,7,1,5,0,2,-1.0,0.86483,866,-0.96844,1
52,5,0,6,2,5,-1.0,0.6911,691,-0.9684,1
52,5,0,3,1,4,-1.0,0.3089,309,-0.96847,0
53,6,2,8,3,2,-1.0,0.26187,262,-0.9685,0
53,6,2,7,4,5,-1.0,0.15636,156,-0.96849,0
53,6,2,5,4,4,-1.0,0.29425,295,-0.96855,1
53,6,2,4,1,4,-1.0,0.12711,127,-0.96858,0
53,6,2,8,1,2,-1.0,0.16041,160,-0.96848,0
54,5,4,7,5,3,-1.0,0.1892,189,-0.96849,0
54,5,4,6,6,4,-1.0,0.25737,258,-0.96856,0
54,5,4,4,6,6,-1.0,0.25532,255,-0.96845,0
54,5,4,3,3,5,-1.0,0.29811,298,-0.96846,1
55,3,3,2,5,5,-1.0,0.27639,277,-0.96854,0
55,3,3,1,2,3,-1.0,0.0689,69,-0.96886,0
55,3,3,2,1,2,-1.0,0.14618,146,-0.96854,0
55,3,3,4,1,3,-1.0,0.15849,158,-0.96846,0
55,3,3,5,2,3,-1.0,0.35004,350,-0.96845,1
56,5,2,4,4,5,-1.0,0.42481,425,-0.96845,1
56,5,2,3,1,3,-1.0,0.33501,335,-0.96845,0
56,5,2,6,0,2,-1.0,0.24018,240,-0.96847,0
57,4,4,6,5,4,-1.0,0.16099,161,-0.96856,0
57,4,4,5,6,4,-1.0,0.24336,243,-0.96844,1
57,4,4,3,6,4,-1.0,0.21161,212,-0.96857,0
57,4,4,2,5,4,-1.0,0.19448,194,-0.96845,0
57,4,4,2,3,3,-1.0,0.18957,190,-0.9686,0
58,5,6,7,7,4,-1.0,0.16048,160,-0.96846,0
58,5,6,6,8,4,-1.0,0.25882,259,-0.96851,0
58,5,6,3,7,3,-1.0,0.21203,212,-0.96851,0
58,5,6,7,5,2,-1.0,0.36868,369,-0.96847,1
59,7,5,6,7,2,-1.0,0.83564,836,-0.96841,1
59,7,5,8,3,1,-1.0,0.16436,164,-0.96848,0
60,6,7,4,6,5,-1.0,0.62396,624,-0.96841,1
60,6,7,5,5,5,-1.0,0.37604,376,-0.96844,0
61,4,6,5,8,4,-1.0,0.10829,108,-0.96857,0
61,4,6,2,7,1,-1.0,0.13464,134,-0.96845,0
61,4,6,2,5,3,-1.0,0.33962,340,-0.96849,1
61,4,6,3,4,3,-1.0,0.26141,262,-0.96855,0
61,4,6,6,5,3,-1.0,0.15604,156,-0.96855,0
62,2,5,3,7,2,-1.0,0.33148,332,-0.96851,0
62,2,5,1,7,2,-1.0,0.55378,554,-0.96843,1
62,2,5,0,4,2,-1.0,0.11474,114,-0.96843,0
63,1,7,0,9,1,-1.0,0.98517,986,-0.96842,1
63,1,7,3,6,3,-1.0,0.01483,14,-0.96872,0
64,0,9,2,8,3,-1.0,1.0,1000,-0.96839,1
65,2,8,4,9,3,-1.0,0.54754,548,-0.96845,1
65,2,8,3,6,2,-1.0,0.28217,282,-0.96845,0
65,2,8,4,7,4,-1.0,0.1703,170,-0.96849,0
66,4,9,3,7,1,-1.0,0.37285,373,-0.96846,1
66,4,9,5,7,3,-1.0,0.25396,254,-0.96849,0
66,4,9,6,8,3,-1.0,0.3732,373,-0.96843,0
67,3,7,5,8,3,-1.0,1.0,1000,-0.96839,1
68,5,8,3,9,2,-1.0,0.375,375,-0.96845,0
68,5,8,6,6,3,-1.0,0.39304,393,-0.96844,1
68,5,8,7,7,3,-1.0,0.23196,232,-0.9685,0
69,6,6,4,7,3,-1.0,0.31508,315,-0.96845,0
69,6,6,7,4,4,-1.0,0.31026,310,-0.96844,0
69,6,6,8,5,3,-1.0,0.37466,375,-0.96847,1
70,8,5,9,7,2,-1.0,0.43853,439,-0.96847,1
70,8,5,7,7,2,-1.0,0.14155,141,-0.96846,0
70,8,5,9,3,2,-1.0,0.41991,420,-0.96844,0
71,9,7,8,9,2,-1.0,0.73345,734,-0.96843,1
71,9,7,7,6,4,-1.0,0.26655,266,-0.96841,0
72,8,9,6,8,2,-1.0,0.72841,729,-0.96843,1
72,8,9,7,7,1,-1.0,0.27159,271,-0.96841,0
73,6,8,4,7,2,-1.0,0.70253,703,-0.96843,1
73,6,8,7,6,3,-1.0,0.29747,297,-0.96842,0
74,4,7,3,9,1,-1.0,0.60772,608,-0.96843,1
74,4,7,5,5,4,-1.0,0.39228,392,-0.96842,0
1,0,0,2,1,5,-1.0,0.82002,820,-0.9684,1
1,0,0,1,2,5,-1.0,0.17998,180,-0.96854,0
2,2,1,4,2,7,-1.0,0.06001,60,-0.96888,0
2,2,1,3,3,7,-1.0,0.41619,416,-0.96842,1
2,2,1,1,3,5,-1.0,0.05453,54,-0.96863,0
2,2,1,0,2,3,-1.0,0.07699,77,-0.96877,0
2,2,1,4,0,3,-1.0,0.39229,393,-0.9685,0
3,3,3,5,4,7,-1.0,0.30192,303,-0.96858,1
3,3,3,4,5,7,-1.0,0.2344,235,-0.96858,0
3,3,3,2,5,7,-1.0,0.15829,158,-0.9685,0
3,3,3,1,4,5,-1.0,0.04336,43,-0.96882,0
3,3,3,1,2,4,-1.0,0.06777,68,-0.96892,0
3,3,3,4,1,5,-1.0,0.07373,73,-0.96848,0
3,3,3,5,2,7,-1.0,0.12053,120,-0.96848,0
4,5,4,7,5,7,-1.0,0.06948,69,-0.9686,0
4,5,4,6,6,7,-1.0,0.25435,255,-0.96857,1
4,5,4,4,6,7,-1.0,0.14211,142,-0.96856,0
4,5,4,3,5,7,-1.0,0.12886,129,-0.96864,0
4,5,4,4,2,6,-1.0,0.12596,126,-0.96862,0
4,5,4,6,2,7,-1.0,0.06821,68,-0.96872,0
4,5,4,7,3,7,-1.0,0.21103,211,-0.96851,0
5,6,6,8,7,5,-1.0,0.09424,94,-0.96861,0
5,6,6,7,8,5,-1.0,0.08132,81,-0.96862,0
5,6,6,5,8,5,-1.0,0.04103,41,-0.96909,0
5,6,6,4,7,7,-1.0,0.11066,110,-0.96846,0
5,6,6,4,5,6,-1.0,0.29468,295,-0.9685,1
5,6,6,7,4,7,-1.0,0.09188,92,-0.96874,0
5,6,6,8,5,5,-1.0,0.28619,287,-0.96856,0
6,4,5,5,7,7,-1.0,0.25822,259,-0.96858,0
6,4,5,3,7,7,-1.0,0.10161,101,-0.96848,0
6,4,5,2,6,7,-1.0,0.06359,63,-0.96856,0
6,4,5,2,4,7,-1.0,0.09809,98,-0.96865,0
6,4,5,5,3,7,-1.0,0.17988,180,-0.96856,0
6,4,5,6,4,7,-1.0,0.29861,299,-0.96851,1
7,6,4,8,5,4,-1.0,0.15098,151,-0.96857,0
7,6,4,7,6,7,-1.0,0.0827,82,-0.96848,0
7,6,4,5,6,7,-1.0,0.18749,188,-0.96861,1
7,6,4,4,3,7,-1.0,0.18055,181,-0.96861,0
7,6,4,5,2,6,-1.0,0.13857,138,-0.96846,0
7,6,4,7,2,7,-1.0,0.10116,101,-0.96862,0
7,6,4,8,3,5,-1.0,0.15854,159,-0.96865,0
8,5,6,7,7,7,-1.0,0.05146,51,-0.96869,0
8,5,6,6,8,5,-1.0,0.065,65,-0.96884,0
8,5,6,4,8,5,-1.0,0.06132,61,-0.96871,0
8,5,6,3,7,6,-1.0,0.10226,102,-0.96859,0
8,5,6,3,5,6,-1.0,0.27212,273,-0.96858,0
8,5,6,4,4,7,-1.0,0.27363,274,-0.96852,1
8,5,6,7,5,6,-1.0,0.17421,174,-0.9685,0
9,4,4,6,5,7,-1.0,0.12643,126,-0.9685,0
9,4,4,3,6,7,-1.0,0.17084,171,-0.96857,0
9,4,4,2,5,6,-1.0,0.04622,46,-0.96889,0
9,4,4,2,3,7,-1.0,0.14571,146,-0.96864,0
9,4,4,3,2,7,-1.0,0.13281,133,-0.96864,0
9,4,4,5,2,5,-1.0,0.11696,117,-0.96864,0
9,4,4,6,3,7,-1.0,0.26102,261,-0.96848,1
10,6,3,8,4,5,-1.0,0.1258,126,-0.96866,0
10,6,3,7,5,5,-1.0,0.18619,186,-0.9685,1
10,6,3,5,5,7,-1.0,0.10722,107,-0.96859,0
10,6,3,4,2,5,-1.0,0.18045,181,-0.96863,0
10,6,3,5,1,5,-1.0,0.17225,172,-0.9685,0
10,6,3,7,1,5,-1.0,0.07852,78,-0.96855,0
10,6,3,8,2,5,-1.0,0.14957,150,-0.96866,0
11,7,5,9,6,3,-1.0,0.30997,310,-0.96847,0
11,7,5,8,7,4,-1.0,0.02607,26,-0.96945,0
11,7,5,6,7,7,-1.0,0.07336,73,-0.96863,0
11,7,5,8,3,4,-1.0,0.11451,114,-0.9685,0
11,7,5,9,4,3,-1.0,0.47609,477,-0.96849,1
12,9,4,8,6,5,-1.0,0.40298,403,-0.96844,1
12,9,4,7,3,6,-1.0,0.34901,349,-0.96845,0
12,9,4,8,2,4,-1.0,0.24801,248,-0.96849,0
13,8,6,9,8,2,-1.0,0.80133,803,-0.96847,1
13,8,6,7,8,4,-1.0,0.00395,3,-0.96876,0
13,8,6,6,7,6,-1.0,0.01511,15,-0.97012,0
13,8,6,6,5,6,-1.0,0.07252,72,-0.96857,0
13,8,6,7,4,6,-1.0,0.10709,107,-0.96863,0
14,9,8,7,9,3,-1.0,0.92446,925,-0.96841,1
14,9,8,7,7,6,-1.0,0.07554,75,-0.96855,0
15,7,9,5,8,4,-1.0,0.71876,719,-0.96842,1
15,7,9,6,7,5,-1.0,0.2489,249,-0.9685,0
15,7,9,8,7,3,-1.0,0.03234,32,-0.96899,0
16,5,8,3,9,3,-1.0,0.42045,421,-0.96848,1
16,5,8,3,7,5,-1.0,0.3331,333,-0.96845,0
16,5,8,4,6,6,-1.0,0.19404,194,-0.96852,0
16,5,8,7,7,5,-1.0,0.05241,52,-0.96871,0
17,3,9,1,8,3,-1.0,0.81806,819,-0.96844,1
17,3,9,2,7,7,-1.0,0.07809,78,-0.96872,0
17,3,9,4,7,6,-1.0,0.10385,103,-0.96841,0
18,1,8,0,6,3,-1.0,0.53258,533,-0.96845,1
18,1,8,2,6,6,-1.0,0.1667,166,-0.96842,0
18,1,8,3,7,4,-1.0,0.30071,301,-0.9685,0
19,0,6,2,7,6,-1.0,0.09651,96,-0.96852,0
19,0,6,1,4,4,-1.0,0.38744,388,-0.96849,0
19,0,6,2,5,5,-1.0,0.51604,516,-0.96842,1
20,2,5,4,6,5,-1.0,0.3571,358,-0.96853,1
20,2,5,3,7,3,-1.0,0.10358,103,-0.96849,0
20,2,5,1,7,5,-1.0,0.08102,81,-0.96874,0
20,2,5,0,4,3,-1.0,0.29612,296,-0.96846,0
20,2,5,1,3,4,-1.0,0.16217,162,-0.96852,0
21,4,6,6,7,4,-1.0,0.18073,181,-0.96858,0
21,4,6,3,8,5,-1.0,0.08212,82,-0.9687,0
21,4,6,2,7,5,-1.0,0.10709,107,-0.96863,0
21,4,6,3,4,7,-1.0,0.30592,306,-0.96847,0
21,4,6,6,5,5,-1.0,0.32414,324,-0.96845,1
22,6,5,7,7,4,-1.0,0.03965,39,-0.96864,0
22,6,5,5,7,6,-1.0,0.1022,102,-0.96861,0
22,6,5,5,3,6,-1.0,0.25826,259,-0.96857,0
22,6,5,7,3,5,-1.0,0.3088,309,-0.96848,1
