step,current_x,current_y,move_x,move_y,degree,Q,P,N,PUCT,is_best
70,1,0,3,1,3,0.0,0.4,200,0.04454,0
70,1,0,0,2,2,0.0,0.6,300,0.04462,1
71,0,2,2,3,3,0.0,0.5,250,0.04459,1
71,0,2,1,4,3,0.0,0.5,250,0.04459,0
72,2,3,4,4,4,-0.00763,0.26316,131,0.03699,0
72,2,3,3,5,5,-0.01,0.21053,100,0.03666,0
72,2,3,3,1,2,0.0,0.52632,269,0.04363,1
73,3,1,5,2,4,0.0,0.33333,167,0.04441,0
73,3,1,4,3,2,0.0,0.66667,333,0.04468,1
74,4,3,6,4,3,0.0,0.57143,286,0.04457,1
74,4,3,3,5,4,0.0,0.42857,214,0.04462,0
75,6,4,5,6,4,0.0,0.3,150,0.04447,0
75,6,4,4,5,4,0.0,0.3,150,0.04447,0
75,6,4,5,2,3,0.0,0.4,200,0.04454,1
76,5,2,7,3,3,0.0,0.36364,182,0.04448,1
76,5,2,4,4,3,0.0,0.36364,182,0.04448,0
76,5,2,3,3,4,0.0,0.27273,136,0.04456,0
77,7,3,9,4,2,-0.00877,0.48387,228,0.03852,1
77,7,3,6,5,3,-0.00625,0.32258,160,0.0386,0
77,7,3,5,4,5,0.0,0.19355,112,0.03834,0
78,9,4,8,6,3,-0.00346,0.57143,289,0.04064,1
78,9,4,7,5,4,-0.00474,0.42857,211,0.04051,0
79,8,6,7,8,3,-0.0177,0.28571,113,0.0384,0
79,8,6,6,7,3,-0.00719,0.28571,139,0.03849,0
79,8,6,6,5,2,0.0,0.42857,248,0.03852,1
80,6,5,4,6,4,-0.00662,0.33333,151,0.04246,0
80,6,5,4,4,2,0.0,0.66667,349,0.04263,1
81,4,4,5,6,3,0.0,0.5,250,0.04459,1
81,4,4,2,5,3,0.0,0.5,250,0.04459,0
82,5,6,3,7,2,0.0,0.42857,224,0.04263,1
82,5,6,3,5,3,0.0,0.28571,150,0.04235,0
82,5,6,7,5,3,-0.00794,0.28571,126,0.04242,0
83,3,7,2,5,2,-0.00678,0.6,295,0.03859,1
83,3,7,4,5,3,-0.00488,0.4,205,0.03858,0
84,2,5,4,6,3,-0.01345,0.5,223,0.03651,0
84,2,5,3,3,3,-0.00361,0.5,277,0.03665,1
85,3,3,5,4,4,-0.01,0.2,100,0.03432,0
85,3,3,4,5,2,-0.01754,0.4,171,0.03451,0
85,3,3,1,4,2,-0.00437,0.4,229,0.03456,1
86,1,4,3,5,2,-0.01608,0.6,311,0.02697,1
86,1,4,2,6,3,-0.02116,0.4,189,0.02596,0
87,3,5,4,7,3,0.46543,0.5,376,0.49511,1
87,3,5,5,4,3,-0.03226,0.5,124,0.05727,0
88,4,7,5,9,3,0.0,0.30769,66,0.10279,0
88,4,7,2,6,2,0.77662,0.46154,385,0.80339,1
88,4,7,6,6,4,0.0,0.23077,49,0.10331,0
89,2,6,3,8,2,-0.04348,0.33333,23,0.2674,0
89,2,6,4,5,1,0.86792,0.66667,477,0.89914,1
90,4,5,6,6,3,0.874,1.0,500,0.91868,1
91,6,6,8,7,2,0.94805,0.33333,462,0.96417,1
91,6,6,7,8,2,0.0,0.33333,19,0.37305,0
91,6,6,5,4,2,0.0,0.33333,19,0.37305,0
92,8,7,9,9,1,0.96755,0.66667,493,0.99775,1
92,8,7,7,5,2,0.0,0.33333,7,0.93263,0
93,9,9,7,8,1,0.97,1.0,500,1.01468,1
94,7,8,5,9,2,0.972,1.0,500,1.01668,1
95,5,9,3,8,1,0.98785,0.66667,494,1.018,1
95,5,9,6,7,2,-0.16667,0.33333,6,0.8992,0
96,3,8,4,6,2,0.99,1.0,500,1.03468,1
97,4,6,6,7,1,0.992,0.5,250,1.03659,1
97,4,6,5,4,1,0.992,0.5,250,1.03659,0
98,6,7,7,5,1,0.998,1.0,500,1.04268,1
99,7,5,5,4,0,1.0,1.0,500,1.04468,1
1,0,0,1,2,4,-0.008,1.0,500,0.03668,1
2,1,2,3,3,5,-0.01351,0.16667,74,0.03623,0
2,1,2,2,4,6,0.0,0.13889,85,0.03615,0
2,1,2,0,4,3,0.0,0.27778,169,0.03657,0
2,1,2,2,0,2,-0.01744,0.41667,172,0.03647,1
3,2,0,3,2,6,-0.04878,0.25,82,0.01864,0
3,2,0,0,1,2,-0.01435,0.75,418,0.02571,1
4,0,1,2,2,4,-0.01322,0.42857,227,0.02886,0
4,0,1,1,3,3,-0.01832,0.57143,273,0.02836,1
5,1,3,2,5,6,0.0,0.19231,140,0.03053,0
5,1,3,0,5,2,-0.01375,0.57692,291,0.03048,1
5,1,3,3,2,5,-0.04348,0.23077,69,0.03031,0
6,0,5,2,6,5,-0.012,0.5,250,0.03259,1
6,0,5,2,4,5,-0.012,0.5,250,0.03259,0
7,2,6,4,7,6,-0.02,0.12411,50,0.03447,0
7,2,6,1,8,3,-0.0198,0.24823,101,0.03467,0
7,2,6,0,7,2,-0.00474,0.37234,211,0.03457,1
7,2,6,1,4,5,0.0,0.14894,96,0.03437,0
7,2,6,4,5,7,-0.02381,0.10638,42,0.03157,0
8,0,7,1,9,1,-0.01485,0.75,404,0.0266,1
8,0,7,1,5,3,-0.03125,0.25,96,0.02644,0
9,1,9,2,7,6,-0.012,1.0,500,0.03268,1
10,2,7,3,9,2,-0.00813,0.2246,123,0.03241,1
10,2,7,0,8,2,-0.02128,0.2246,94,0.03164,0
10,2,7,0,6,3,-0.01408,0.14973,71,0.03246,0
10,2,7,1,5,2,-0.00813,0.2246,123,0.03241,0
10,2,7,3,5,7,0.0,0.06417,44,0.03192,0
10,2,7,4,6,4,-0.02222,0.1123,45,0.03242,0
11,3,9,1,8,2,-0.019,0.71429,421,0.01888,1
11,3,9,4,7,5,-0.06329,0.28571,79,0.01665,0
12,1,8,0,6,2,-0.02616,0.75,344,0.0225,1
12,1,8,3,7,6,-0.01282,0.25,156,0.02282,0
13,0,6,1,4,4,-0.02113,0.55556,284,0.0225,1
13,0,6,2,5,5,-0.02315,0.44444,216,0.0227,0
14,1,4,3,5,6,-0.0125,0.13333,80,0.02434,0
14,1,4,0,2,2,-0.02674,0.4,187,0.02089,1
14,1,4,2,2,3,-0.04396,0.26667,91,0.02092,0
14,1,4,3,3,4,-0.00704,0.2,142,0.02426,0
15,0,2,2,3,6,-0.05,0.14286,60,0.00242,0
15,0,2,1,0,1,-0.03636,0.85714,440,0.00714,1
16,1,0,2,2,2,-0.042,1.0,500,0.00268,1
17,2,2,4,3,5,-0.03556,0.375,225,0.00158,0
17,2,2,0,3,3,-0.04727,0.625,275,0.00341,1
18,0,3,2,4,4,-0.04167,0.14286,96,-0.0087,0
18,0,3,1,5,1,-0.03927,0.57143,331,-0.00075,1
18,0,3,1,1,2,-0.09589,0.28571,73,-0.00947,0
19,1,5,2,3,5,-0.046,1.0,500,-0.00132,1
20,2,3,4,4,6,-0.05882,0.07576,34,-0.01038,0
20,2,3,3,5,5,-0.03279,0.09091,61,3e-05,0
20,2,3,0,4,2,-0.04386,0.22727,114,0.00038,0
20,2,3,1,1,1,-0.04292,0.45454,233,0.00056,1
20,2,3,4,2,3,-0.06897,0.15152,58,-0.01148,0
21,1,1,3,2,4,-0.044,1.0,500,0.00068,1
22,3,2,5,3,4,-0.06977,0.14019,43,0.00155,0
22,3,2,4,4,5,-0.04,0.11215,75,-0.00697,0
22,3,2,2,4,3,-0.03333,0.18692,120,0.00124,0
22,3,2,4,0,1,-0.0458,0.56075,262,0.00192,1
23,4,0,5,2,5,-0.038,1.0,500,0.00668,1
24,5,2,7,3,4,-0.02128,0.12651,94,0.00853,0
24,5,2,6,4,7,-0.01667,0.07229,60,0.00986,0
24,5,2,4,4,4,-0.01802,0.12651,111,0.00726,0
24,5,2,3,3,3,-0.01987,0.16868,151,0.00497,1
24,5,2,6,0,1,-0.13095,0.50602,84,0.0023,0
25,3,3,5,4,7,-0.03077,0.25532,130,0.01286,0
25,3,3,4,5,6,-0.03546,0.29787,141,0.01149,0
25,3,3,2,5,4,-0.03057,0.44681,229,0.01291,1
26,2,5,4,6,3,-0.02586,0.17857,116,0.0083,0
26,2,5,3,7,5,-0.1,0.10714,20,0.0142,0
26,2,5,0,4,1,-0.02878,0.53571,278,0.0142,1
26,2,5,4,4,3,-0.03488,0.17857,86,0.01106,0
27,0,4,1,6,4,-0.03,1.0,500,0.01468,1
28,1,6,3,7,4,-0.09091,0.125,33,-0.00862,0
28,1,6,0,8,1,-0.02083,0.5,288,0.01789,1
28,1,6,2,4,2,-0.03738,0.25,107,0.01443,0
28,1,6,3,5,4,-0.02778,0.125,72,0.01055,0
29,0,8,2,9,1,-0.026,1.0,500,0.01868,1
30,2,9,3,7,3,-0.026,1.0,500,0.01868,1
31,3,7,4,9,2,-0.01899,0.57692,316,0.02175,1
31,3,7,4,5,5,-0.04819,0.23077,83,0.0133,0
31,3,7,5,6,6,-0.0297,0.19231,101,0.0125,0
32,4,9,5,7,4,-0.02672,0.55556,262,0.02056,1
32,4,9,6,8,5,-0.02101,0.44444,238,0.02062,0
33,5,7,6,9,2,-0.03065,0.48276,261,0.01059,1
33,5,7,4,5,4,-0.04301,0.24138,93,0.01447,0
33,5,7,6,5,7,-0.0411,0.13793,73,0.00062,0
33,5,7,7,6,7,-0.0274,0.13793,73,0.01432,0
34,6,9,7,7,4,-0.03167,0.33333,221,0.00193,0
34,6,9,8,8,2,-0.05018,0.66667,279,0.00311,1
35,8,8,6,7,6,-0.044,0.5,250,0.00059,1
35,8,8,7,6,6,-0.044,0.5,250,0.00059,0
36,6,7,7,9,1,-0.17949,0.3125,39,-0.00462,0
36,6,7,5,9,1,-0.01887,0.3125,265,0.00743,1
36,6,7,4,6,2,-0.0303,0.15625,99,0.00467,0
36,6,7,5,5,5,-0.02,0.0625,50,0.00743,0
36,6,7,7,5,6,-0.09091,0.05208,11,0.00624,0
36,6,7,8,6,3,-0.05556,0.10417,36,0.00746,0
37,5,9,4,7,4,-0.034,1.0,500,0.01068,1
38,4,7,6,8,4,-0.03478,0.24194,115,0.0119,0
38,4,7,3,5,3,-0.02793,0.32258,179,0.01218,1
38,4,7,5,5,4,-0.0354,0.24194,113,0.0121,0
38,4,7,6,6,5,-0.04301,0.19355,93,0.00308,0
39,3,5,5,6,5,-0.02778,0.32432,216,0.00568,1
39,3,5,4,3,4,-0.05357,0.40541,168,0.00012,0
39,3,5,5,4,6,-0.05172,0.27027,116,-2e-05,0
40,5,6,7,7,3,-0.0431,0.21739,116,-0.00151,0
40,5,6,6,8,3,-0.03704,0.21739,135,-0.00126,1
40,5,6,4,4,2,-0.05882,0.32609,119,0.002,0
40,5,6,6,4,6,-0.025,0.1087,80,0.00504,0
40,5,6,7,5,5,-0.06,0.13043,50,-0.00275,0
41,6,8,8,9,2,-0.05068,0.55555,296,-0.00881,1
41,6,8,7,6,5,-0.04242,0.22222,165,-0.01246,0
41,6,8,8,7,5,-0.15385,0.22222,39,-0.0295,0
42,8,9,7,7,2,-0.05018,0.5,279,-0.01021,1
42,8,9,9,7,2,-0.05882,0.5,221,-0.00841,0
43,7,7,6,5,6,-0.09091,0.4,132,-0.02359,0
43,7,7,8,5,4,-0.05435,0.6,368,-0.01795,1
44,8,5,9,7,1,-0.07054,0.56075,241,-0.01867,1
44,8,5,6,6,4,-0.0625,0.14019,64,-0.01423,0
44,8,5,6,4,5,-0.07843,0.11215,51,-0.03016,0
44,8,5,7,3,3,-0.04861,0.18692,144,-0.01976,0
45,9,7,7,6,4,-0.088,1.0,500,-0.04332,1
46,7,6,5,5,3,-0.10185,0.26667,108,-0.04709,0
46,7,6,6,4,4,-0.05839,0.2,137,-0.02595,0
46,7,6,8,4,3,-0.08475,0.26667,177,-0.05121,1
46,7,6,9,5,3,-0.12821,0.26667,78,-0.05265,0
47,8,4,6,5,5,-0.10215,0.33333,186,-0.06225,1
47,8,4,6,3,5,-0.1027,0.33333,185,-0.06259,0
47,8,4,7,2,5,-0.10853,0.33333,129,-0.05113,0
48,6,5,8,6,2,-0.18,0.15,50,-0.11417,0
48,6,5,4,6,1,-0.15094,0.3,159,-0.10898,0
48,6,5,4,4,1,-0.14778,0.3,203,-0.11487,1
48,6,5,5,3,3,-0.18182,0.1,44,-0.13208,0
48,6,5,7,3,2,-0.20455,0.15,44,-0.12994,0
49,4,4,6,3,4,-0.198,1.0,500,-0.15332,1
50,6,3,7,5,4,-0.1978,0.16667,91,-0.15725,0
50,6,3,5,5,2,-0.19459,0.33333,185,-0.15448,1
50,6,3,4,2,2,-0.19318,0.33333,176,-0.15103,0
50,6,3,8,2,4,-0.22917,0.16667,48,-0.15303,0
51,5,5,4,3,3,-0.22654,0.66667,309,-0.1784,1
51,5,5,7,4,6,-0.2199,0.33333,191,-0.18104,0
52,4,3,6,4,3,-0.26506,0.21739,83,-0.20713,0
52,4,3,2,4,1,-0.2524,0.65217,313,-0.20591,1
52,4,3,6,2,5,-0.24038,0.13044,104,-0.21258,0
53,2,4,4,5,3,-0.266,1.0,500,-0.22132,1
54,4,5,6,6,3,-0.25683,0.25,183,-0.22642,0
54,4,5,5,3,2,-0.29915,0.375,117,-0.22801,0
54,4,5,6,4,2,-0.255,0.375,200,-0.21324,1
55,6,4,7,2,4,-0.34211,0.5,152,-0.26896,0
55,6,4,8,3,4,-0.29598,0.5,348,-0.26391,1
56,8,3,9,5,2,-0.33333,0.31579,135,-0.28136,0
56,8,3,7,5,3,-0.32331,0.21053,133,-0.28814,0
56,8,3,6,2,4,-0.32955,0.1579,88,-0.28984,0
56,8,3,9,1,2,-0.33333,0.31579,144,-0.28459,1
57,9,1,7,2,3,-0.48765,0.4,162,-0.43273,0
57,9,1,7,0,2,-0.47041,0.6,338,-0.4308,1
58,7,0,8,2,3,-0.52301,0.5,239,-0.47638,0
58,7,0,6,2,3,-0.51724,0.5,261,-0.47453,1
59,6,2,7,4,5,-0.59016,0.14286,122,-0.56417,0
59,6,2,5,4,5,-0.58282,0.14286,163,-0.56332,0
59,6,2,5,0,1,-0.63721,0.71428,215,-0.56319,1
60,5,0,4,2,1,-0.804,1.0,500,-0.75932,1
61,4,2,5,4,4,-0.806,1.0,500,-0.76132,1
62,5,4,7,5,2,-0.76378,0.0,127,-0.76378,0
62,5,4,6,6,2,-0.76351,0.0,148,-0.76351,1
62,5,4,4,6,0,-1.0,0.99998,94,-0.76439,0
62,5,4,7,3,1,-0.76336,1e-05,131,-0.76336,0
63,6,6,8,7,4,-0.92664,0.5,259,-0.8836,1
63,6,6,7,4,4,-0.92946,0.5,241,-0.88321,0
64,8,7,9,9,0,-1.0,0.5,138,-0.91949,1
64,8,7,7,9,0,-1.0,0.5,138,-0.91949,0
64,8,7,7,5,1,-0.91964,0.0,112,-0.91964,0
64,8,7,9,5,1,-0.91964,0.0,112,-0.91964,0
